age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,previous,poutcome,deposit
53,blue-collar,married,secondary,no,50,no,no,cellular,aug,538,2,0,unknown,yes
26,unknown,single,secondary,no,3227,no,no,telephone,feb,357,3,0,unknown,no
72,retired,married,secondary,no,3048,no,no,cellular,feb,159,1,0,unknown,yes
37,admin.,single,secondary,no,4133,no,no,unknown,jun,344,2,0,unknown,no
25,services,single,secondary,no,2501,no,yes,cellular,jul,1094,2,0,unknown,yes
50,management,divorced,primary,no,79,yes,no,unknown,may,94,2,0,unknown,no
38,blue-collar,married,secondary,no,-257,yes,no,unknown,may,23,1,0,unknown,no
42,management,married,tertiary,no,-45,yes,no,cellular,may,764,1,0,unknown,yes
27,technician,divorced,secondary,no,470,yes,no,cellular,may,344,1,1,failure,no
31,services,married,secondary,no,435,yes,no,unknown,may,220,1,0,unknown,no
46,housemaid,married,primary,no,363,no,no,cellular,aug,149,1,0,unknown,no
40,admin.,married,tertiary,no,854,yes,no,unknown,nov,79,1,0,unknown,yes
59,housemaid,married,secondary,no,-169,no,no,telephone,aug,700,2,5,failure,yes
52,blue-collar,married,primary,no,4887,yes,no,unknown,jun,173,2,0,unknown,no
44,services,married,secondary,no,-182,yes,yes,cellular,jul,38,2,0,unknown,no
34,blue-collar,married,primary,no,4556,yes,no,unknown,may,192,3,0,unknown,no
38,technician,married,secondary,no,1556,yes,no,cellular,jun,165,3,0,unknown,yes
33,management,married,tertiary,no,386,no,no,cellular,mar,372,6,0,unknown,yes
30,admin.,married,secondary,no,430,yes,no,cellular,may,403,5,3,other,no
32,technician,single,tertiary,no,5497,no,no,telephone,oct,187,1,0,unknown,yes
34,blue-collar,divorced,secondary,no,281,yes,no,unknown,may,2236,1,0,unknown,yes
60,admin.,married,secondary,no,3924,no,no,cellular,dec,192,1,9,success,yes
33,management,single,tertiary,no,5330,no,no,cellular,oct,197,1,3,failure,yes
65,retired,married,tertiary,no,1484,no,no,telephone,mar,339,4,4,success,yes
33,technician,married,tertiary,no,-970,yes,no,cellular,jul,357,3,0,unknown,no
41,blue-collar,divorced,secondary,no,-32,yes,no,cellular,jul,229,4,0,unknown,no
44,technician,single,secondary,no,173,yes,no,cellular,may,377,3,0,unknown,no
26,admin.,married,secondary,no,408,yes,yes,unknown,jun,1264,2,0,unknown,yes
31,management,married,tertiary,no,25,yes,no,cellular,may,110,2,1,failure,no
34,self-employed,single,tertiary,no,5026,no,no,cellular,apr,429,1,0,unknown,yes
39,blue-collar,married,primary,no,273,no,no,unknown,jun,125,6,0,unknown,no
49,admin.,single,secondary,no,7168,no,no,telephone,nov,79,2,0,unknown,no
77,retired,divorced,primary,no,519,no,no,telephone,apr,128,7,0,unknown,no
27,services,single,tertiary,no,1656,yes,no,cellular,jul,179,1,0,unknown,no
37,technician,married,secondary,no,280,no,no,cellular,feb,412,1,5,failure,yes
52,management,married,tertiary,no,1004,no,no,cellular,aug,55,4,0,unknown,no
60,blue-collar,married,primary,no,28996,no,no,telephone,jun,92,2,0,unknown,no
59,retired,married,primary,no,1075,no,no,cellular,aug,179,2,0,unknown,yes
22,student,single,secondary,no,492,no,no,cellular,jul,147,1,0,unknown,yes
30,admin.,married,secondary,no,-46,yes,no,cellular,may,381,3,2,failure,yes
52,admin.,single,secondary,no,734,yes,no,cellular,may,712,1,9,failure,yes
33,management,married,tertiary,no,613,no,no,cellular,aug,921,5,0,unknown,no
38,admin.,divorced,secondary,no,768,yes,no,cellular,may,51,1,0,unknown,no
54,self-employed,married,secondary,no,581,yes,no,cellular,jul,110,4,0,unknown,no
56,management,married,tertiary,no,277,no,yes,telephone,jul,603,2,0,unknown,no
36,management,married,tertiary,no,4116,no,no,cellular,nov,142,1,0,unknown,no
40,admin.,married,tertiary,no,860,yes,no,unknown,nov,84,1,0,unknown,yes
41,blue-collar,married,secondary,no,-465,no,yes,cellular,jul,786,3,0,unknown,yes
38,management,married,tertiary,no,2593,no,no,cellular,jul,224,2,0,unknown,no
27,admin.,single,tertiary,no,743,no,no,cellular,apr,354,1,0,unknown,no
50,unemployed,married,primary,no,549,no,no,unknown,jun,550,1,0,unknown,yes
68,retired,married,tertiary,no,2969,no,no,cellular,feb,290,2,1,failure,yes
32,technician,single,secondary,no,1522,yes,no,cellular,aug,307,8,0,unknown,yes
51,management,married,secondary,no,1682,no,no,cellular,aug,83,18,0,unknown,no
29,admin.,single,tertiary,no,399,no,no,cellular,mar,136,19,0,unknown,no
49,management,divorced,tertiary,no,492,no,no,cellular,jul,289,1,0,unknown,yes
35,management,married,tertiary,no,862,no,no,cellular,nov,176,1,0,unknown,no
56,technician,married,secondary,no,348,yes,no,unknown,oct,549,1,2,success,yes
49,technician,divorced,tertiary,no,1765,yes,no,cellular,jun,230,1,1,success,no
58,housemaid,married,primary,no,173,no,no,cellular,aug,1132,1,0,unknown,yes
59,unknown,married,unknown,no,2720,no,no,unknown,jun,14,8,0,unknown,no
40,technician,divorced,secondary,no,1516,no,yes,cellular,aug,177,2,0,unknown,no
31,technician,single,tertiary,no,38,no,no,cellular,jun,87,3,0,unknown,yes
32,services,married,secondary,no,1033,yes,yes,unknown,may,259,1,0,unknown,no
39,housemaid,single,primary,no,76,yes,no,cellular,may,1238,1,1,failure,yes
50,blue-collar,married,secondary,no,-163,yes,no,unknown,may,125,1,0,unknown,no
57,services,divorced,primary,no,2269,yes,no,cellular,may,2,4,0,unknown,no
47,admin.,divorced,secondary,no,625,yes,yes,telephone,oct,464,1,0,unknown,yes
29,technician,married,secondary,no,181,no,yes,cellular,feb,159,3,0,unknown,yes
23,student,single,unknown,no,2503,no,no,cellular,may,404,1,0,unknown,yes
58,services,divorced,secondary,no,578,no,no,cellular,aug,326,1,0,unknown,yes
59,housemaid,married,tertiary,no,193,no,no,telephone,nov,522,1,0,unknown,yes
48,admin.,married,secondary,no,1208,yes,no,cellular,apr,79,2,3,failure,no
61,management,married,tertiary,no,-167,no,no,cellular,sep,817,1,3,success,yes
46,technician,married,tertiary,no,-24,no,no,cellular,nov,504,1,1,failure,yes
37,admin.,married,secondary,no,2018,yes,yes,cellular,jun,476,1,3,failure,yes
28,blue-collar,single,secondary,no,-254,yes,no,cellular,jun,168,2,12,success,yes
25,student,single,unknown,no,476,no,no,cellular,sep,106,1,0,unknown,yes
39,technician,single,tertiary,no,982,no,no,unknown,jun,44,5,0,unknown,no
45,housemaid,married,secondary,no,224,yes,no,unknown,may,609,1,0,unknown,no
36,management,single,tertiary,no,2083,no,no,cellular,jun,304,1,0,unknown,no
35,management,married,tertiary,no,26,no,no,cellular,aug,401,4,0,unknown,yes
35,management,single,tertiary,no,1164,yes,no,cellular,may,461,2,0,unknown,yes
29,management,single,tertiary,no,1760,no,no,cellular,sep,234,1,4,success,yes
31,management,married,tertiary,no,227,yes,no,cellular,jul,1154,2,0,unknown,yes
40,admin.,single,secondary,no,166,yes,no,cellular,may,90,2,4,failure,no
43,self-employed,married,secondary,no,5729,yes,no,cellular,aug,151,2,0,unknown,no
41,blue-collar,married,secondary,no,2071,no,no,cellular,nov,39,1,2,success,no
40,blue-collar,single,primary,no,1397,yes,no,cellular,apr,7,3,1,failure,no
37,student,divorced,tertiary,no,192,no,no,telephone,jul,118,6,0,unknown,no
49,management,married,tertiary,no,915,yes,no,unknown,may,45,3,0,unknown,no
40,technician,single,tertiary,no,483,no,no,cellular,jan,438,1,0,unknown,no
39,technician,married,secondary,no,565,yes,no,cellular,nov,1563,4,0,unknown,yes
42,admin.,married,secondary,no,6626,yes,no,unknown,jun,2,8,0,unknown,no
82,housemaid,divorced,primary,no,1537,no,no,cellular,jul,847,5,4,failure,yes
28,unemployed,single,primary,no,1584,no,no,cellular,nov,320,3,4,success,yes
61,retired,divorced,secondary,no,4205,no,no,cellular,apr,329,1,2,success,yes
56,blue-collar,married,primary,no,608,no,no,unknown,may,17,1,0,unknown,no
25,management,single,tertiary,no,807,no,no,cellular,jun,634,2,0,unknown,yes
52,blue-collar,married,secondary,no,108,no,no,cellular,jan,342,2,0,unknown,no
46,management,married,secondary,no,48,yes,no,cellular,may,295,1,0,unknown,no
61,blue-collar,married,primary,no,-7,yes,yes,cellular,may,781,4,3,failure,no
34,blue-collar,married,secondary,no,710,yes,no,cellular,may,181,2,2,failure,no
26,management,single,tertiary,no,3932,yes,no,cellular,may,986,2,0,unknown,yes
48,blue-collar,married,secondary,no,1311,yes,no,telephone,nov,358,1,0,unknown,yes
53,blue-collar,divorced,primary,no,121,no,no,cellular,nov,34,1,0,unknown,no
29,blue-collar,single,primary,no,21,yes,no,cellular,jul,105,5,0,unknown,no
40,admin.,married,secondary,no,1136,no,yes,cellular,nov,65,1,0,unknown,no
46,entrepreneur,divorced,secondary,no,437,yes,yes,cellular,nov,125,1,0,unknown,no
29,admin.,single,secondary,no,60,yes,no,cellular,jul,104,5,0,unknown,no
53,retired,divorced,tertiary,no,-184,no,no,unknown,may,606,1,0,unknown,yes
49,technician,married,secondary,yes,89,yes,no,cellular,nov,115,1,0,unknown,no
33,self-employed,married,secondary,no,302,yes,no,cellular,jul,542,12,0,unknown,no
30,self-employed,married,tertiary,no,255,no,no,cellular,jan,178,1,0,unknown,no
40,management,married,tertiary,no,107,yes,yes,cellular,may,463,1,1,success,yes
40,blue-collar,married,primary,no,409,yes,no,unknown,may,100,3,0,unknown,no
53,technician,married,secondary,no,5357,yes,no,unknown,oct,129,1,0,unknown,yes
32,blue-collar,married,secondary,yes,-173,yes,no,cellular,apr,619,1,1,other,yes
78,retired,married,primary,no,2629,no,no,telephone,aug,354,1,20,failure,yes
53,services,divorced,primary,no,3116,no,no,unknown,jun,146,1,0,unknown,no
27,blue-collar,single,secondary,no,456,yes,no,cellular,apr,294,2,0,unknown,no
31,admin.,single,secondary,no,-1,no,no,cellular,apr,517,1,0,unknown,yes
33,technician,single,tertiary,no,-162,no,no,cellular,aug,108,2,0,unknown,no
41,entrepreneur,married,primary,no,477,no,no,unknown,jun,275,1,0,unknown,no
34,management,single,tertiary,no,-83,no,no,cellular,aug,65,6,0,unknown,no
28,admin.,single,secondary,no,235,yes,yes,cellular,jan,234,3,6,success,yes
31,blue-collar,married,primary,no,651,yes,no,unknown,may,316,10,0,unknown,no
41,blue-collar,divorced,secondary,no,-202,yes,no,unknown,may,23,3,0,unknown,no
60,management,married,tertiary,no,2028,no,no,telephone,aug,245,3,0,unknown,yes
24,admin.,single,tertiary,no,-72,no,no,cellular,mar,79,4,0,unknown,yes
33,technician,married,tertiary,no,6706,no,no,cellular,nov,766,1,10,other,yes
36,blue-collar,married,primary,no,1201,yes,no,cellular,nov,22,8,1,other,no
40,housemaid,divorced,secondary,no,219,no,no,unknown,may,97,1,0,unknown,no
66,self-employed,married,tertiary,no,53,no,no,telephone,jan,372,1,0,unknown,yes
59,retired,married,tertiary,no,1658,no,no,cellular,aug,855,11,0,unknown,no
51,services,married,secondary,no,931,yes,no,cellular,oct,408,1,1,failure,yes
26,technician,single,tertiary,no,423,no,no,cellular,jul,432,1,0,unknown,no
32,technician,married,tertiary,no,4243,no,no,cellular,apr,417,1,0,unknown,yes
39,services,married,secondary,no,21014,no,no,cellular,may,1178,1,1,other,no
40,blue-collar,married,secondary,no,1897,yes,no,cellular,may,244,1,0,unknown,no
54,management,married,tertiary,no,1228,no,yes,cellular,jul,133,3,0,unknown,no
50,management,divorced,tertiary,no,480,no,no,cellular,apr,97,6,0,unknown,no
31,admin.,married,secondary,no,879,yes,no,cellular,may,614,3,0,unknown,yes
31,admin.,married,secondary,no,104,no,no,cellular,aug,321,7,0,unknown,no
45,admin.,divorced,secondary,no,174,yes,no,cellular,jul,869,8,0,unknown,yes
48,unknown,married,unknown,no,521,no,no,cellular,aug,435,6,0,unknown,no
35,technician,single,secondary,no,270,no,no,cellular,aug,524,16,0,unknown,yes
40,management,married,secondary,no,8555,no,no,unknown,may,273,3,0,unknown,no
73,retired,single,secondary,no,877,no,no,cellular,mar,537,3,2,failure,yes
55,blue-collar,married,unknown,no,1098,no,no,cellular,aug,1302,2,0,unknown,yes
37,admin.,single,secondary,no,-63,yes,no,cellular,may,1389,4,2,failure,yes
60,retired,married,secondary,no,350,no,yes,cellular,jul,46,5,0,unknown,no
59,retired,married,secondary,no,7241,no,no,telephone,nov,1037,2,0,unknown,yes
26,technician,single,tertiary,no,11634,no,no,cellular,feb,118,1,0,unknown,yes
63,entrepreneur,married,secondary,no,3947,no,no,telephone,nov,355,1,4,success,yes
55,housemaid,married,primary,no,1404,no,no,unknown,jun,356,1,0,unknown,no
59,blue-collar,married,secondary,no,2540,no,no,cellular,jan,87,2,0,unknown,no
33,technician,married,tertiary,no,4401,no,no,cellular,apr,422,1,0,unknown,yes
37,blue-collar,single,secondary,no,325,no,no,unknown,sep,14,1,0,unknown,no
41,blue-collar,single,secondary,no,988,yes,yes,cellular,may,963,3,4,failure,yes
48,services,divorced,unknown,no,1046,no,no,cellular,oct,348,1,2,success,yes
59,blue-collar,married,secondary,no,-118,yes,no,unknown,may,232,1,0,unknown,no
39,management,married,tertiary,no,-55,yes,no,unknown,jun,507,1,0,unknown,no
39,management,married,unknown,no,153,no,no,cellular,mar,268,1,0,unknown,yes
40,management,married,tertiary,no,1371,yes,yes,cellular,may,1074,4,3,failure,yes
29,technician,single,tertiary,no,140,yes,no,cellular,may,245,1,2,failure,yes
41,management,divorced,secondary,no,93,no,no,cellular,aug,449,2,0,unknown,no
30,student,single,tertiary,no,3183,no,no,cellular,jul,267,1,1,failure,yes
35,admin.,married,secondary,no,1114,no,no,cellular,jun,296,4,0,unknown,yes
38,management,married,secondary,no,487,no,no,cellular,apr,445,1,1,success,yes
52,admin.,married,secondary,no,1052,no,yes,cellular,jul,87,1,0,unknown,no
39,unemployed,single,tertiary,no,373,no,no,cellular,oct,604,1,1,failure,yes
49,blue-collar,married,tertiary,no,1990,no,no,unknown,jun,757,1,0,unknown,no
40,services,married,secondary,no,293,yes,no,cellular,jul,401,4,0,unknown,yes
34,management,married,tertiary,no,-346,yes,no,telephone,sep,299,1,1,other,yes
63,retired,married,unknown,no,2374,no,no,telephone,apr,1340,4,0,unknown,yes
33,technician,single,tertiary,no,-93,yes,no,cellular,nov,664,1,0,unknown,yes
34,management,single,tertiary,no,131,no,no,cellular,sep,401,2,4,success,yes
46,self-employed,married,tertiary,no,171,yes,yes,unknown,may,230,1,0,unknown,no
36,entrepreneur,married,secondary,no,3013,no,no,cellular,nov,223,1,8,failure,yes
48,blue-collar,married,primary,no,480,no,no,cellular,jul,469,1,0,unknown,no
52,services,married,primary,no,832,no,no,unknown,jun,35,2,0,unknown,no
88,retired,married,secondary,no,312,no,no,telephone,sep,159,1,1,failure,no
35,blue-collar,single,secondary,no,214,no,no,unknown,jun,224,1,0,unknown,no
47,admin.,married,secondary,no,3030,no,no,cellular,aug,672,4,0,unknown,yes
36,student,married,primary,no,3581,no,no,unknown,jun,23,1,0,unknown,no
34,blue-collar,married,primary,no,-709,yes,no,cellular,may,77,1,1,failure,no
51,management,married,tertiary,no,6902,no,no,unknown,jun,77,3,0,unknown,no
37,blue-collar,married,primary,no,2114,yes,no,cellular,may,698,3,4,failure,yes
35,blue-collar,married,primary,no,220,yes,no,unknown,may,384,2,0,unknown,no
27,blue-collar,married,unknown,no,391,yes,no,cellular,may,508,1,0,unknown,yes
44,entrepreneur,married,secondary,no,793,yes,yes,cellular,may,103,2,5,failure,no
32,management,married,tertiary,no,1178,yes,no,telephone,may,347,4,0,unknown,no
34,management,married,tertiary,no,390,yes,yes,cellular,jul,113,1,0,unknown,no
35,technician,married,secondary,no,5383,yes,no,cellular,apr,366,3,7,failure,no
89,retired,divorced,primary,no,596,no,no,telephone,mar,542,1,0,unknown,yes
39,entrepreneur,married,primary,no,400,yes,no,unknown,oct,180,1,0,unknown,yes
44,services,married,tertiary,no,4421,no,no,cellular,dec,122,2,2,success,yes
28,management,single,tertiary,no,7001,no,no,cellular,aug,184,2,26,other,yes
57,management,divorced,tertiary,no,9019,yes,no,cellular,aug,839,2,0,unknown,yes
77,retired,married,unknown,no,4918,no,no,telephone,oct,997,4,0,unknown,yes
29,management,single,tertiary,no,184,yes,no,unknown,may,583,12,0,unknown,yes
56,services,married,primary,no,229,yes,no,unknown,jun,432,1,0,unknown,no
36,unemployed,married,secondary,no,1628,no,no,unknown,jun,590,2,0,unknown,yes
28,management,married,secondary,no,130,yes,no,cellular,sep,101,2,2,other,no
72,retired,married,primary,no,541,no,no,cellular,apr,376,2,0,unknown,yes
39,management,single,tertiary,no,-146,no,no,cellular,aug,1237,3,0,unknown,no
54,management,married,tertiary,no,3990,no,no,cellular,apr,339,1,2,failure,yes
76,retired,married,secondary,no,771,no,no,telephone,apr,304,4,0,unknown,yes
38,blue-collar,married,secondary,no,278,yes,no,unknown,may,277,2,0,unknown,no
42,self-employed,married,secondary,no,192,yes,no,cellular,feb,182,1,16,other,no
34,technician,single,tertiary,no,2377,no,no,cellular,aug,128,9,0,unknown,no
35,management,single,tertiary,no,768,no,no,cellular,jun,269,2,0,unknown,yes
27,admin.,single,tertiary,no,1549,yes,no,cellular,jul,72,7,0,unknown,no
52,technician,married,tertiary,no,2563,no,no,cellular,jul,89,4,7,success,no
37,blue-collar,married,secondary,no,566,yes,no,unknown,may,107,2,0,unknown,no
20,blue-collar,single,secondary,no,648,no,no,cellular,mar,257,1,0,unknown,yes
48,management,married,tertiary,no,1587,yes,yes,telephone,nov,36,1,0,unknown,no
32,management,single,tertiary,no,308,no,no,cellular,jan,105,1,3,success,no
38,technician,married,tertiary,no,3298,no,no,cellular,nov,596,2,0,unknown,yes
32,unemployed,single,tertiary,no,4799,no,no,telephone,feb,362,2,0,unknown,no
29,management,single,tertiary,no,191,no,no,cellular,may,296,2,0,unknown,yes
51,blue-collar,married,primary,no,89,no,no,unknown,jun,165,2,0,unknown,no
34,services,divorced,secondary,no,-377,no,no,cellular,jul,225,1,0,unknown,no
44,services,married,primary,no,2486,yes,no,telephone,apr,177,2,3,failure,yes
39,management,married,tertiary,no,4355,no,no,cellular,jul,292,3,1,failure,yes
31,student,single,tertiary,no,22,yes,no,cellular,may,26,1,0,unknown,no
44,management,single,tertiary,no,600,yes,no,cellular,nov,61,1,0,unknown,no
48,blue-collar,divorced,primary,no,34,yes,no,unknown,jun,2453,2,0,unknown,yes
40,management,married,tertiary,no,4770,no,no,cellular,jul,234,3,1,failure,yes
35,blue-collar,married,secondary,no,1205,yes,no,unknown,may,29,17,0,unknown,no
49,technician,married,secondary,no,2542,yes,no,cellular,nov,32,1,1,failure,no
36,technician,single,secondary,no,-250,no,no,cellular,jan,730,1,0,unknown,yes
48,blue-collar,married,secondary,no,422,yes,no,telephone,feb,698,8,0,unknown,no
29,management,single,tertiary,no,508,no,no,cellular,apr,386,2,3,other,no
36,services,married,unknown,no,556,no,no,cellular,jul,403,1,2,success,yes
46,management,divorced,tertiary,no,1220,no,no,cellular,jul,238,2,0,unknown,yes
71,retired,married,secondary,no,5,no,no,cellular,aug,1172,3,1,other,no
36,admin.,single,secondary,no,255,yes,no,unknown,jun,139,3,0,unknown,no
49,technician,single,unknown,no,505,no,no,cellular,jan,83,3,0,unknown,no
42,entrepreneur,single,primary,no,7387,no,yes,unknown,jul,122,3,0,unknown,no
